referencia;titulo_anuncio;estado_casa;ubicacion;año_construccion;nro_habitaciones;nro_baño;m2_terreno;nro_plantas;m2_edificados;nro_garajes;precio_venta
RE6022;URUBO GOLF , CASA IMPONENTE;A estrenar;CONDOMINIO URUBO GOLF, Urubó, Santa Cruz;a estrenar;4;3;1.038 m2;2;580 m2;3;U$S 825.000
P5F58A;LINDA CASA EN CONDOMINIO LOS PARQUES 3 ZONA URUBO;Excelente estado;Urubó, Santa Cruz;¡Preguntale!;4;3;144 m2;1;158 m2;2;U$S 149.000
AD31E1;HERMOSAS CASAS A LA VENTA EN ZONA NORTE - URBANIZACION NORTE VERDE;A estrenar;Urbanización NORTE VERDE, AV. LOS TOBOROCHIS Ingresando por el km 8.5 de la Av. BANZER, al frente de la chonta., Norte, Santa Cruz;2022;3;2;300 m2;1;106 m2;1;U$S 73.000
KA1C6F;HERMOSA CASA EN VENTA CON PISCINA, SANTOS DUMONT 6TO ANILLO;Excelente estado;Zona sur Urbanización Las Palmitas 6to y 7mo anillo, Sur, Santa Cruz;2010;4;3;360 m2;1;146 m2;3;U$S 110.000
G38D37;Casa de un piso a estrenar en zona norte.;A estrenar;Entre 8vo y 9no anillo Norte, Remanso, Santa Cruz;2022;3;2;1.875 m2;1;115 m2;2;U$S 89.900
M846B8;CASAS ECONOMICAS ZONA VIRGEN DE COTOCA;A estrenar;Este, Santa Cruz;2021;3;2;240 m2;2;132 m2;2;U$S 71.000
NAE368;CASA EN VENTA ZONA NORTE 9NO ANILLO URB KAOBA;Excelente estado;ZONA NORTE AV. BANZER 9NO ANILLO URB. KAOBA, Norte, Santa Cruz;2020;3;3;160 m2;2;163 m2;2;U$S 112.000
DF36D0;CASA EN VENTA A PRECIO DE TERRENO;Buen estado;AV. ALEMANIA, Norte, Santa Cruz;2006;2;1;240 m2;1;216 m2;3;U$S 110.000
DFE615;CASA EN VENTA3 DORMITORIOS COND. SEVILLA LOS JARINES;Excelente estado;CONDOMINIO SEVILLA LOS JARDINES, Norte, Santa Cruz;2018;3;3;180 m2;1;296 m2;2;U$S 138.000
TFB3CA;Casa en Venta, como LOTE ideal para ampliar y progresar;Buen estado;Sta. Fe y Calle 5, Cochabamba, Cochabamba;2015;4;3;337 m2;1;80 m2;1;U$S 114.500
K6CAEB;COMPRA TU CASA 3D EN CONDOMINIO LAS PALMAS DEL OESTE 2;A estrenar;Av Piraí, Doble via la guardia, Santa Cruz;¡Preguntale!;3;3;170 m2;2;134 m2;2;U$S 124.900
D8E730;CASA + JARDIN + 3 GARAJES CALLE CARACOL Y AV. CHILIMARCA ZONA TIQUIPAYA.;Excelente estado;av chillamarca calle caracol zona tiquipaya, Tiquipaya, Cochabamba;2019;4;3;205 m2;2;196 m2;3;U$S 165.000
UAF171;Casa en Venta - Barrio Jardin Latino;Buen estado;Barrio Jardin Latino - 5to y 6to anillo , Oeste, Santa Cruz;2010;3;2;360 m2;1;251 m2;1;U$S 150.000
KC7FB3;CASAS EN PRE VENTA - LOMAS DE ACHUMANI;En construcción;LOMAS DE ACHUMANI SECTOR URBANIZACION ENTEL, Lomas de Achumani, La Paz;2022;3;3;100 m2;3;200 m2;2;U$S 130.000
Z1C07B;CASA EN VENTA DE 4 DORMITORIOS EN ZONA SUR - A ESTRENAR;A estrenar;Av. Santos Dumont 6to anillo, Sur, Santa Cruz;2022;4;3;180 m2;2;236 m2;2;U$S 139.000
M71881;CASA EN PRE-VENTA - ZONA NORTE;A estrenar;ALEMANA, Norte, Santa Cruz;2022;3;3;190 m2;2;155 m2;2;U$S 104.000
W783DC;CASAS EN PRE- VENTA;A estrenar;Altura de la industria FRIDOSA, 150m de la carretera virgen de cotoca, Este, Santa Cruz;2023;3;3;180 m2;2;147 m2;3;U$S 56.000
GE9AE0;Casa en Venta - COSMO 79;A estrenar;Cosmos 79, El alto;2022;5;3;240 m2;1;135 m2;3;U$S 90.000
ID9096;EN VENTA CASA EN CONDOMINIO LOS PARQUES lll ZONA URUBO;En construcción;condominio los parques 3, Urubó, Santa Cruz;¡Preguntale!;4;3;150 m2;2;170 m2;2;U$S 140.000
QD2B23;CASA EN VENTA - VILLA ADA;Buen estado;remaso 8vo anillo, Remanso, Santa Cruz;2018;3;3;210 m2;2;209 m2;2;U$S 168.000
K428B1;DEPARTAMENTO DUPLEX EN VENTA, ZONA EQUIPETROL;Excelente estado;Av. San Martin, Equipetrol, Santa Cruz;2017;3;3;265 m2;2;180 m2;2;U$S 326.000
RD79F8;En Venta! Casas de 1 planta listas para entrega inmediata en Zona Norte;A estrenar;Av. Cristo Redentor Km. 8,5 (Retorno La Chonta), Norte, Santa Cruz;2022;3;3;187 m2;1;115 m2;2;U$S 89.900
S1F355;COMPRA TU CASA EN EQUIPETROL NORTE;Excelente estado;EQUIPETROL CALLE F, Equipetrol, Santa Cruz;¡Preguntale!;5;3;378 m2;2;403 m2;2;U$S 480.000
Q6CDCD;AMPLIA CASA EN VENTA, COND ICARAI ZONA ESTE;Buen estado;Condominio Icarai, zona este, Este, Santa Cruz;2015;3;2;350 m2;1;230 m2;2;U$S 120.000
X296EB;CASA EN VENTA: OBRAJES;Buen estado;Obrajes, La Paz;1975;5;3;653 m2;2;320 m2;3;U$S 485.000
T43F6F;HERMOSA CASA EN VENTA DE 5 DORMITORIOS AMOBLADA;Buen estado;Este, Santa Cruz;¡Preguntale!;5;3;360 m2;1;321 m2;3;U$S 120.000
FF0F39;HERMOSA CASA EN VENTA DE 3 DORMITORIOS ZONA SUR;Buen estado;Sur, Santa Cruz;¡Preguntale!;3;1;374 m2;1;150 m2;1;U$S 130.000
PCA5F3;CASA COMERCIAL EN VENTA - SOBRE AV. RADIAL 26;Buen estado;RADIAL 26, Norte, Santa Cruz;2010;4;3;164 m2;2;190 m2;2;U$S 145.000
B549AC;Casa en venta zona norte cond Buganvillas;Buen estado;buganvillas, Remanso, Santa Cruz;15;3;3;266 m2;2;174 m2;2;U$S 169.000
GA779E;CASA DE LUJO EN VENTA - URUBO (COLINAS 2);Excelente estado;COLINAS DEL URUBO 2 , Urubó, Santa Cruz;2017;5;3;1.502 m2;2;1.200 m2;3;U$S 1.050.000
LAC9C0;CASAS A ESTRENAR EN ZONA NORTE, OASIS 18;A estrenar;Zona Norte (Entrada La Chonta) km 8 Av. Banzer., Norte, Santa Cruz;2022;3;3;180 m2;2;120 m2;2;U$S 87.500
MC773E;CASA DE LUJO EN VENTA - URUBO;Excelente estado;Condominio El Paraiso, Urubó, Santa Cruz;¡Preguntale!;5;3;2.040 m2;1;852 m2;3;U$S 1.150.000
I8D2B6;HERMOSA CASA EN VENTA EN EL CONDOMINIO VIDA;A estrenar;Av. Innominada, - Av. Circunvalación & Av. Décima , Sacaba, Cochabamba;2021;3;3;150 m2;2;130 m2;1;U$S 89.000
F2F691;Casa En Venta Zona Norte;A estrenar;Av. Radial 26 Condominio Los Mangales, Norte, Santa Cruz;2016;3;3;234 m2;2;321 m2;2;U$S 179.000
WAB12;CASA EN VENTA EN LA MEJOR ZONA DE SANTA CRUZ;En construcción;9no anillo y Av. Banzer. Entrando por la Chonta., Norte, Santa Cruz;2020;3;2;180 m2;2;125 m2;2;U$S 80.000
f435C;Bonita Casa en Venta Av. Villazon - Zona Quintanilla - Proximo Colegio Kanata;Buen estado;Av. Villazon - Zona Quintanilla Puntiti - Proximo Colegio Kanata, Sacaba, Cochabamba;¡Preguntale!;5;3;460 m2;3;300 m2;2;U$S 165.000
37B7A;al dia;Buen estado;av reducto (cuatro esquinas), Tiquipaya, Cochabamba;2014;5;3;550 m2;2;140 m2;2;U$S 170.000
BB26C;Casa en Venta zona norte Condominio Versalle - Av Banzer km 8 1/2;Excelente estado;Remanso, Santa Cruz;2014;3;3;176 m2;1;114 m2;3;U$S 98.000
D5191;Casa en Urbanizacion cerrada Valle de Aranjuez;Excelente estado;Urbanizacion Valle de Aranjuez, Aranjuez, La Paz;2014;5;3;1.040 m2;2;620 m2;3;U$S 890.000
58747;Casa en Condominio Privado Sevilla Los Jardines;A estrenar;Carretera al Norte Km. 10, Condominio Privado Sevilla Los Jardines, Calle Los Gladiolos Nro. 13, Norte, Santa Cruz;2018;3;3;205 m2;1;122 m2;1;U$S 92.000
C036D;Hermosa casa en venta;Buen estado;Sur, Santa Cruz;¡Preguntale!;4;1;360 m2;¡Preguntale!;132 m2;¡Preguntale!;U$S 60.000
87D45;Casa en esquina en la urbanizacion las palmitas;Buen estado;URBANIZACION LAS PALMITAS CALLE LOS PINOS #705, Sur, Santa Cruz;¡Preguntale!;4;3;475 m2;1;325 m2;2;U$S 120.000
A1F53;CASAS EN PRE-VENTA URBANIZACIÓN MONTECRISTO ZONA ESTE;En construcción;Este, Santa Cruz;2018;3;2;240 m2;1;114 m2;2;U$S 62.500
5BE2D;ya estuvo abitado;Requiere mantenimiento;Kenco, El alto;¡Preguntale!;3;1;300 m2;¡Preguntale!;163 m2;¡Preguntale!;U$S 41.000
C4156;HERMOSA CASA CALLE MOLDES;Buen estado;Calle Moldes frente al Colegio Marista, Centro, Santa Cruz;¡Preguntale!;3;2;177 m2;1;155 m2;¡Preguntale!;U$S 120.000
4,10E+55;Casa en venta sobre avenida con local comercial;Buen estado;Zona Sur , Zona Los Lotes , Sur, Santa Cruz;¡Preguntale!;4;2;513 m2;1;300 m2;2;U$S 95.000
F5422;Hermosas casas a estrenar en venta carretera cotoca;A estrenar;carretera cototca , Este, Santa Cruz;¡Preguntale!;3;1;300 m2;1;105 m2;2;U$S 55.200
E09E4;Hermosas viviendas en Urbanización San Jorge, Haz tu reserva ya!!! Con el 10%;A estrenar;avenida G-77 y Beni a la altura del noveno anillo interno, 5 cuadras próxima carretera a Warnes, Norte, Santa Cruz;2017;3;2;285 m2;1;115 m2;2;U$S 67.500
AB103;Vivienda unifamiliar minimalista 98 m2;En construcción;Doble vía la guardia, km 15, urb, cumbre las américas fase 7 , Oeste, Santa Cruz;2018;3;2;300 m2;1;98 m2;1;U$S 60.000
3EE33;Casa a estrenar;A estrenar;Sur, Santa Cruz;¡Preguntale!;3;2;360 m2;¡Preguntale!;300 m2;¡Preguntale!;U$S 65.000
B24BC;propietario;Excelente estado;Este, Santa Cruz;¡Preguntale!;3;2;388 m2;¡Preguntale!;120 m2;¡Preguntale!;U$S 69.000
B6772;Casa a estrenar;A estrenar;Ciudad Satélite, El alto;¡Preguntale!;5;2;240 m2;¡Preguntale!;490 m2;¡Preguntale!;U$S 198.000
152B9;PRE-VENTA Km 8 1/2 Norte av banzer en Urb. cerrada;En construcción;Av. Bnazer km 8 1/2 Norte en Urb. cerrada, Remanso, Santa Cruz;2017;3;2;275 m2;1;155 m2;2;U$S 95.000
FB59E;2 CASAS ECONOMICAS EN VENTA;Buen estado;URBANIZACION LOS CLAVELES, Este, Santa Cruz;2013;3;2;360 m2;1;95 m2;2;U$S 55.000
B6445;Casa a Estrenar en Tiquipaya Zona Trojes 165000 $U$ OFERTABLE;A estrenar;Av. Ecologica y Av. Chilimarca , Tiquipaya, Cochabamba;2018;4;3;300 m2;3;270 m2;3;U$S 165.000
I667E5;Av. Banzer Y KM 8 1/2;A estrenar;Av. Banzer Y KM 8 1/2, Remanso, Santa Cruz;2022;4;3;260 m2;2;200 m2;2;U$S 155.000
VE4292;Valle Sanchez - Polo Country;Excelente estado;Valle Sanchez - Polo Country, Norte, Santa Cruz;2017;4;3;1.100 m2;1;330 m2;2;U$S 265.000
CCC7F9;CASA EN VENTA;Buen estado;Condominio Barrio Norte ( 4to anillo Av. banzer), Norte, Santa Cruz;¡Preguntale!;4;3;480 m2;1;560 m2;1;U$S 560.000
Y5BFF3;CASA EN VENTA;Buen estado;ENTRE AV. SAN MARTÍN Y CANAL ISUTO ENTRE 3ER Y 4TO ANILLO, Equipetrol, Santa Cruz;¡Preguntale!;3;1;351 m2;1;331 m2;2;U$S 320.000
I16499;CASA EN VENTA ZONA EQUIPETROL NORTE;Buen estado;ZONA EQUIPETROL NORTE ENTRE SAN MARTIN Y CANAL ISUTO, Equipetrol, Santa Cruz;1998;3;3;348 m2;2;331 m2;2;U$S 320.000
R648BC;VENTA DE CASA EN CONDOMINIO LAS PALMAS 2;Excelente estado;Avenida Piraí, 6to anillo, zona oeste, Santa Cruz, Oeste, Santa Cruz;¡Preguntale!;3;3;258 m2;2;280 m2;1;U$S 250.000
FEB73A;Casas en pre-venta de 3 dormitorios Av. Santos Dumont 6to anillo;A estrenar;Av. Santos Dumont 6to anillo, Sur, Santa Cruz;¡Preguntale!;3;3;223 m2;2;167 m2;¡Preguntale!;U$S 93.000
P10B93;Casas en Preventa condominio Casa de Campo Country Club;A estrenar;Carretera Banzer km 10, Norte, Santa Cruz;2022;4;3;150 m2;2;234 m2;2;U$S 125.000
P591A8;CASA EN VENTA ACHUMANI CONDOMINIO PRIVADO;Excelente estado;Av. Alexander, Achumani, La Paz;¡Preguntale!;3;3;175 m2;2;300 m2;2;U$S 230.000
XB575A;Casa en Venta en Condominio Cerrado Colonial Norte, Zona Avenida Banzer;A estrenar;Zona Norte, Av. Banzer km 8 ½ al norte, a 1 cuadra del Colegio Cambridge., Norte, Santa Cruz;¡Preguntale!;3;2;185 m2;2;125 m2;2;U$S 94.800
JE9C81;CASA EN VENTA DE 400 METROS SOBRE AVENIDA PACATA ALTA;Buen estado;Pacata, Cochabamba;¡Preguntale!;3;2;400 m2;¡Preguntale!;120 m2;1;U$S 164.000
A8D60B;Casa en Venta de lujo en Hacienda de Urubo;A estrenar;CONDOMINIO HACIENDA DE URUBO, Urubó, Santa Cruz;2020;4;3;732 m2;2;565 m2;3;U$S 850.000
AB692E;CASA DE 4 DORMITORIOS EN AMPLIO TERRENO;Buen estado;avenida beni 6to anillo, Norte, Santa Cruz;¡Preguntale!;4;3;713 m2;1;340 m2;3;U$S 269.500
IB5E64;CASA CON PISCINA EN TERRENO DE 834 M2;Excelente estado;AVENIDA BANZER , Norte, Santa Cruz;¡Preguntale!;4;3;834 m2;1;337 m2;3;U$S 780.000
K93947;CASA EN VENTA EN CONDOMINIO SEVILLAS LAS TERRAZAS II;Buen estado;AV G77 ???????????????????????????? ???????????? ???????????????????????????????? ????????, Norte, Santa Cruz;2015;3;2;220 m2;2;142 m2;3;U$S 103.000
N673BD;"CASA EN VENTA EN ESQUINA ZONA NORTE AL FRENTE DE LA CHONTA ""CASA CLUB NORTE""";Buen estado;"FRENTE DE LA CHONTA ""CASA CLUB NORTE"", Norte, Santa Cruz";2010;3;2;37.687 m2;1;110 m2;¡Preguntale!;U$S 95.000
CD2078;AMPLIA CASA EN VENTA 4 HABITACIONES;Excelente estado;Km8 al norte av banzer , Remanso, Santa Cruz;2015;4;3;311 m2;2;190 m2;2;€ 157.000
X87122;CASA COMO TERRENO EN EL CENTRO;Sin Definir;Av. Brazil, Este, Santa Cruz;¡Preguntale!;2;1;513 m2;1;80 m2;3;U$S 199.000
AE9C09;CASA EN VENTA EN EQUIPETROL NORTE;Excelente estado;Equipetrol, Santa Cruz;2000;4;3;314 m2;2;247 m2;2;U$S 345.000
R4FD80;URUBO GREEN , CASA EXPLENDOROSA;Excelente estado;CONDOMINIO URUBO GREEN, Urubó, Santa Cruz;a estrenar;3;3;754 m2;2;524 m2;3;U$S 580.000
Z610AB;AMPLIA CASA DE 3 NIVELES DE 5 DORMITORIOS ZONA NORTE AV ALEMANA 4TO ANILLO;Excelente estado;Norte, Santa Cruz;¡Preguntale!;5;3;186 m2;3;232 m2;2;U$S 196.000
E2D0DD;CHALET CONFORTABLE -TROJES- EN CONDOMINIO LOTE 550M2.;Excelente estado;Av. Ecológica y Calle Caracol, Tiquipaya, Cochabamba;2011;4;3;550 m2;2;280 m2;3;U$S 235.000
WA686E;CASA EN VENTA ZONA NORTE 6TO ANILLO CONDOMINIO PRIVADO;Excelente estado;6TO ANILLO ZONA NORTE ENTRE AV. ALEMANA Y AV. BENI, Norte, Santa Cruz;2015;3;3;300 m2;2;280 m2;2;U$S 235.000
I78F1A;HERMOSA CASA EN SEVILLA LAS TERRAZAS;Excelente estado;Condominio Sevilla Las Terrazas 1, Norte, Santa Cruz;¡Preguntale!;3;1;197 m2;1;95 m2;1;U$S 87.000
H22E8F;Vendo sector Equipetrol cerca Mall Ventura una Bonita Casa de 332m2;Buen estado;calle Pablo Bush frente a la cancha , Equipetrol, Santa Cruz;2010;3;3;351 m2;2;333 m2;3;U$S 320.000
PC4A3E;CASA DE LUJO EN COND.LA HACIENDA DEL URUBO!;A estrenar;CONDOMINIO LA HACIENDA EL URUBO , Urubó, Santa Cruz;2022;5;3;771 m2;2;588 m2;3;U$S 670.000
DA19FF;CASA EN VENTA 7MO ANILLO AV BANZER;A estrenar;Norte, Santa Cruz;¡Preguntale!;3;2;200 m2;1;120 m2;¡Preguntale!;U$S 92.000
EF7F2C;Zona Norte - Cond. Las Brisas - 4 dormitorios;Excelente estado;Av. Banzer Km. 8.5, entrando por la Chonta , Norte, Santa Cruz;2018;4;3;453 m2;2;410 m2;3;U$S 350.000
RCF6D8;Casa en venta en el barrio hamacas;Buen estado;Av Beni entre 3 y 4 anillo, Hamacas, Santa Cruz;¡Preguntale!;3;3;325 m2;2;256 m2;1;U$S 225.000
LF21F8;CASA A ESTRENAR EN EQUIPETROL, de 4dorms.;A estrenar;BRIGIDA/EQUIPETROL: Calle Cadario, a 30 metros del 4to. Anillo., Norte, Santa Cruz;2022;4;3;204 m2;2;207 m2;2;U$S 225.000
A81397;Zona NORTE, Km. 8.5 entrando por la Banzer;A estrenar;Km. 8.5 entrando por la Banzer, Norte, Santa Cruz;2022;3;2;188 m2;1;115 m2;2;U$S 89.900
PC03F8;Casa Zona Sur - Barrio LOS CHOFERES;Buen estado;Calle Tte Alderete, Sur, Santa Cruz;2000;4;3;435 m2;1;270 m2;2;U$S 298.000
Y421B8;CASA EN VENTA EN POLANCO - AV. SAN AURELIO 3ER Y 4TO ANILLO;Excelente estado;Av. San Aurelio 3er y 4to anillo, Barrio Polanco, Polanco, Santa Cruz;¡Preguntale!;2;3;205 m2;1;119 m2;2;U$S 145.000
R4FB7A;CASA;A estrenar;CARRETERA A COTOCA KM 15, Este, Santa Cruz;2022;3;2;169 m2;1;90 m2;¡Preguntale!;U$S 45.000
R7599C;Hermosa casa a la venta zona Sur 8vo anillo Santos Dumont;A estrenar;8vo anillo Santos Dumont Av. Miguel de cervantes, Sur, Santa Cruz;¡Preguntale!;3;2;300 m2;1;120 m2;1;U$S 65.000
E1A681;Casa en venta - Condominio Achachairu;A estrenar;Condominio Achachairú Urubo, Urubó, Santa Cruz;2022;3;3;320 m2;2;170 m2;2;U$S 155.000
T4D497;HERMOSA CASA RESORT KAÑUMA;Excelente estado;Mallasilla, La Paz;¡Preguntale!;4;3;180 m2;2;230 m2;2;U$S 167.000
H90866;Hotel 4 Estrellas;Excelente estado;Centro, La Paz;¡Preguntale!;5;3;315 m2;3;2.347 m2;3;U$S 2.550.000
H1BC40;Amplia casa en venta;Excelente estado;Fonta la riviera i, Norte, Santa Cruz;2020;5;3;262 m2;1;187 m2;2;U$S 119.000
DCE810;Casa en Venta Urbanización Ciudad Jardín Zona Norte;Excelente estado;6to anillo norte, Norte, Santa Cruz;2020;4;3;380 m2;2;460 m2;3;U$S 450.000
W267DE;CASA 2 PISOS en el URUBO;A estrenar;Condominio Florida 1 - Urubo, Urubó, Santa Cruz;2022;4;3;453 m2;3;280 m2;2;U$S 175.000
M6516A;ZONA NORTE HERMOSAS CASAS GEMELAS A ESTRENAR EN VENTA;A estrenar;Alemana 5to anillo, Norte, Santa Cruz;¡Preguntale!;3;3;150 m2;2;180 m2;2;U$S 175.000
UDE980;EN CARRETERA A COTOCA, ZONA MAPAIZO SE VENDE CASA CON ESPACIO COMERCIAL;Buen estado;carretera a cotoca, mapaizo, av. Parque Industrial Latinoamericano., Este, Santa Cruz;2016;3;1;1.043 m2;1;251 m2;3;U$S 80.000
H9E2E3;Casa en venta zona URUBO;Excelente estado;Condominio lomas del Bosque, Urubó, Santa Cruz;2020;3;3;365 m2;1;142 m2;3;U$S 128.000
K52144;CASA EN VENTA Condominio Sevilla Pinatar;Buen estado;Sevilla Pinatar8, Norte, Santa Cruz;8;3;3;118 m2;1;250 m2;2;U$S 113.000
I1EF45;En Pre-Venta! Hermosas Casas en el Úrubo;En construcción;Úrubo, a 6 minutos del puente Mario Foianini, Urubó, Santa Cruz;2022;3;3;210 m2;2;153 m2;2;U$S 145.000
V2F278;En Venta! Hermosas Casas en Zona Norte;A estrenar;Av. Banzer Km. 9, Norte, Santa Cruz;2022;3;3;185 m2;2;140 m2;2;U$S 77.000
K144C2;casa en venta;Requiere mantenimiento;CANAL COTOCA ENTRE 3ER Y 4TO ANILLO, Este, Santa Cruz;1990;4;3;258 m2;1;182 m2;1;U$S 98.000
K923B0;CASA EN VENTA EN URBANIZACION CASA DE CAMPO COUNTRY CLUB Y RESIDENCIAS;Buen estado;Carretera al norte, Km 9, Remanso, Santa Cruz;¡Preguntale!;4;3;315 m2;2;160 m2;2;U$S 165.000
N8F3AF;Vendo en Equipetrol 2do anillo una linda Casa 170m2 construidos;Excelente estado;Equipetrol 2do anillo cerca Av San Martín, Equipetrol, Santa Cruz;2000;3;3;168 m2;2;170 m2;1;U$S 245.000
RB72EE;Linda casa en venta, 4 dormitorios, Condominio Ciudad Jardin;Excelente estado;Condominio Ciudad Jardin, Norte, Santa Cruz;¡Preguntale!;5;3;388 m2;2;388 m2;3;U$S 269.000
F4C4B8;CASA CON TIENDAS SOBRE AVENIDA EN ZONA POPULOSA;Requiere mantenimiento;Barrio Casanova II, Av. Guabirá a 1 cuadra del 6º anillo, Sur, Santa Cruz;¡Preguntale!;4;2;250 m2;1;182 m2;1;U$S 109.000
D8E2AC;CASA CÉNTRICA CON ESQUINA COMERCIAL;Excelente estado;C/21 de mayo esq. Rafael peeña , Centro, Santa Cruz;¡Preguntale!;3;3;20.573 m2;2;361 m2;2;U$S 265.000
SFBE5A;EN VENTA CASA DE 3 DORM (1SUITE) CON CHURRASQUERA EN EL REMANSO;Excelente estado;Urbanizacion Riviera del Remanzo II, Norte, Santa Cruz;¡Preguntale!;3;2;300 m2;1;178.870 m2;1;U$S 115.000
V70622;CASA A ESTRENAR EN CONDOMINIO SACABA;A estrenar;Sacaba, Cochabamba;2021;4;3;114 m2;3;130 m2;2;U$S 89.000
Q6742F;casa en venta zona av pirai 5to y 6to anillo;Requiere mantenimiento;barrio jardin latino, Oeste, Santa Cruz;15;3;2;360 m2;1;135 m2;3;U$S 116.000
DC9926;Casa de 3 Dormitorios en Condominio Barceló (Av. Banzer y km 9.5);Excelente estado;Av. Banzer y km 9.5, Remanso, Santa Cruz;2013;3;3;396 m2;2;337 m2;2;U$S 210.000
Y8D27A;CASA EN VENTA-SOBRE AV. PRINCIPAL DE SACABA;Buen estado;AV. VILLAZON, Sacaba, Cochabamba;1995;4;3;246 m2;2;173 m2;2;U$S 160.000
ICAC7F;CASA EN VENTA SACABA COCHABAMBA;Buen estado;Sacaba, Cochabamba;2017;4;2;378 m2;1;194 m2;1;U$S 113.500
I4CCD2;Z/ Norte entrando km 9.5, Hermosa casa 232m2 const, a fuera de condominio.;A estrenar;Km 9.5 al norte, Norte, Santa Cruz;2022;3;3;300 m2;2;232 m2;1;U$S 125.000
Q6927A;CHIQUICOLLO-HERMOSA CASA EN VENTA EN CONDOMINIO;Excelente estado;calle Tucuypaj, en la Zona de Chiquicollo, Tiquipaya, Cochabamba;2018;4;3;389 m2;3;458 m2;2;U$S 222.000
PB8520;CASA DE 4 DORM - COND. FONTANA FAMILY CLUB;Excelente estado;KM 9 AL NORTE, AV INTERNACIONAL, Norte, Santa Cruz;6;4;2;231 m2;1;125 m2;1;U$S 100.000
C97EAD;Urubo casa de Oportunidad;Excelente estado;Urubo , Urubó, Santa Cruz;2020;3;3;250 m2;2;200 m2;3;U$S 137.000
Y720EB;HEERMOSA CASA EN VENTA A ESTRENAR - ZONA NORTE;A estrenar;km 8,5, Norte, Santa Cruz;¡Preguntale!;2;2;75 m2;1;180 m2;2;U$S 54.000
C54DD;Hermosa casa para estrenar;A estrenar;Urb. Sierra Blanca, casa No.9, Lomas de Achumani, La Paz;2018;4;3;300 m2;2;200 m2;2;U$S 205.000
5C5B7;CASA A ESTRENAR en Cond. Palma Dorada Av. Pirai, 6to anillo.;A estrenar;Av. Pirai, 6to anillo. Entre 6to y 7mo anillo , Oeste, Santa Cruz;2017;3;3;150 m2;2;148 m2;2;U$S 125.000
23413;Propiedad a estrenar;A estrenar;Sacaba, Cochabamba;¡Preguntale!;5;3;333 m2;¡Preguntale!;100 m2;¡Preguntale!;U$S 140.000
E605E;Hermosa casa en venta en condominio Sevilla Norte 1;Excelente estado;carretera norte, avenida Milton Parra por la univeridad Catolica, Norte, Santa Cruz;¡Preguntale!;3;3;409 m2;1;113 m2;1;U$S 98.000
11DDF;CASA EN VENTA ZONA SUR ALTO IRPAVI CALLE 9 A UNA CASA DE AV. PRINCIPAL ,UBICACION CÉNTRICA APTA PARA NEGOCIO ,RESTAURAN ,ETC. SUPERFICIE DE 300 M2 .DOCUMENTOS EN ORDEN . TODOS LOS SERVICIOS . REF = 71930875 — 79112817;Buen estado;Alto Irpavi, La Paz;¡Preguntale!;4;1;300 m2;¡Preguntale!;110 m2;¡Preguntale!;U$S 120.000
14C65;"Casa a estrenar Condominio ""La Fontana Family Club""";A estrenar;Zona Norte, Km 9, Condominio La Fontana Family Club, Norte, Santa Cruz;2014;3;2;252 m2;1;116 m2;1;U$S 85.000
1C251;HERMOSA CASA EN VENTA;A estrenar;CHILLIMARCA TIQUIPAYA, Tiquipaya, Cochabamba;2016;3;3;200 m2;3;210 m2;1;U$S 122.000
F628C;Daniel Leon;Excelente estado;AV CHILIMARCA, Tiquipaya, Cochabamba;2017;4;3;378 m2;2;310 m2;3;U$S 210.000
4D445;Casa Bonita Unifamiliar;Buen estado;Sur, Santa Cruz;¡Preguntale!;3;2;238 m2;¡Preguntale!;125 m2;¡Preguntale!;U$S 120.000
B6614;POR MOTIVO DE VIAJE;Buen estado;ZONA SANTA ROSA DISTRITO 1 CIUDAD DE EL ALTO, Ciudad Satélite, El alto;¡Preguntale!;¡Preguntale!;1;500 m2;1;¡Preguntale!;1;U$S 150.000
24431;EN VENTA Casa Av.Circunvalacion;A estrenar;Av. Circunvalacion Este, Sacaba, Cochabamba;2018;4;3;225 m2;3;270 m2;2;U$S 170.000
644EF;Venta de casa nueva en la urbanización el Remanso;Excelente estado;Urbanizacion El Remanso, Octavo anillo, Av. Banzer, Remanso, Santa Cruz;2017;3;3;300 m2;1;240 m2;3;U$S 125.000
6873B;En VENTA hermosa casa a estrenar 200 mts2 $us 135.000;A estrenar;Av. Banzer entre 2do y 3er anillo, Norte, Santa Cruz;¡Preguntale!;4;2;200 m2;1;170 m2;1;U$S 135.000
6219C;Casa en Venta - La Paz;Excelente estado;Calle 2 de Febrero, entre calles 6 y 7 de Mallasa, Nro 200, Mallasa, La Paz;2013;3;3;178 m2;2;300 m2;2;U$S 190.000
1,70E+59;Urbanización San Jorge, haz tu reserva ya con el 10%;A estrenar;avenida G-77 y Beni a la altura del noveno anillo interno, 5 cuadras próxima carretera a Warnes, Norte, Santa Cruz;2018;3;2;258 m2;1;110 m2;2;U$S 67.500
50F5F;Casa No. 35 En Venta Condominio Dalí El Remanso. Área social seguridad 24 horas;Buen estado;Ingreso por el Remanso . Condominio Los Pintores, Remanso, Santa Cruz;2012;3;3;250 m2;1;150 m2;2;U$S 115.000
A69AD;Casa Condominio Dalí, 3 dorm.,a/c, área social, piscina. Cel 76051071;Excelente estado;casa nro 35 Condominio Dalí. cel *** , Remanso, Santa Cruz;2014;3;3;250 m2;1;150 m2;2;U$S 115.000
