index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
515,HA0066,A ESTRENAR CASA CON PISCINA FUERA DE CONDOMINIO,A estrenar,Santa Cruz,AVENIDA BANZER 8VO ANILLO_ Remanso_ Santa Cruz,4.0,3,260.0,2.0,200.0,2.0,155000.0,1.0
516,ID8E57,HERMOSA CASA EN CONDOMINIO ZONA NORTE,Excelente estado,Santa Cruz,CONDOMINIO LAS BRISAS_ Norte_ Santa Cruz,4.0,3,453.0,2.0,410.0,3.0,350000.0,4.0
518,KAB418,"CASA EN PRE-VENTA, ZONA SUR, EL FUERTE",A estrenar,Santa Cruz,Zona Sur_ Barrio El Fuerte_ Sur_ Santa Cruz,3.0,3,280.0,1.0,222.0,2.0,106700.0,
519,Q804EF,En Venta! Hermosas Casas en Pre-Venta en Zona Norte,A estrenar,Santa Cruz,Av. Cristo Redentor Km. 8 1/2_ Norte_ Santa Cruz,3.0,3,160.0,1.0,95.0,2.0,83000.0,2.0
520,B3F71F,DE OCASIÒN SE VENDE AMPLIA CASA EN AV. SANTOS DUMONT,Excelente estado,Santa Cruz,Santos Dumont_ 6to. Anillo Urb. Las Palmitas C. Sao_ Sur_ Santa Cruz,3.0,3,245.0,2.0,179.0,2.0,115000.0,11.0
521,W72B44,CASA EN VENTA A ESTRENAR ZONA SUR 5TO Y 6TO ANILLO,Buen estado,Santa Cruz,Av. Santos Dumont_ entre 5to y 6to anillo._ Sur_ Santa Cruz,4.0,3,245.0,2.0,200.0,2.0,126000.0,2.0
522,O9F274,Casa en venta a estrenar Av. Paragua entre 3er y 4to anillo,A estrenar,Santa Cruz,Av. Paragua entre 3er y 4to anillo_ Este_ Santa Cruz,3.0,3,156.0,2.0,153.0,2.0,172000.0,
523,OB638F,CASA EN VENTA EN URBARI,Buen estado,Santa Cruz,Urbari_ calle Universo N°127_ Urbari_ Santa Cruz,4.0,3,26250.0,2.0,26186.0,2.0,194600.0,28.0
524,I209ED,CASA A ESTRENAR EN VENTA Paralela a la Av. Cumavi,A estrenar,Santa Cruz,Paralela a la Av. Cumavi entre 7mo y 8vo anillo_ Este_ Santa Cruz,4.0,3,18206.0,2.0,226.0,2.0,117800.0,1.0
525,Y26700,CASA A ESTRENAR ZONA SUR SANTOS DUMONT,A estrenar,Santa Cruz,ZONA SUR SANTOS DUMONT UBICACION. Barrio Guapay cerca del Hospital Francés_ Sur_ Santa Cruz,3.0,2,180.0,2.0,182.0,1.0,113000.0,18.0
526,T500F5,"CASA EN VENTA EN CONDOMINIO ZONA NORTE Av. Banzer, entre 5to. y 6to anillo",Excelente estado,Santa Cruz,AVENIDA BANZER ENTRE 5_ Norte_ Santa Cruz,3.0,2,168.0,1.0,104.0,1.0,145000.0,12.0
527,SC0F6D,HERMOSA CASA A ESTRENAR EN VENTA,A estrenar,Santa Cruz,Av alemana 3er y 4to anillo _ Norte_ Santa Cruz,3.0,3,180.0,1.0,160.0,2.0,160000.0,1.0
528,HC5CEB,CASA EN VENTA EN CONDOMINIO ZONA NORTE,A estrenar,Santa Cruz,NORTE_ Norte_ Santa Cruz,3.0,3,168.0,1.0,104.0,2.0,145000.0,2.0
529,L76D43,CASA EN VENTA A ESTRENAR ZONA ESTE,A estrenar,Santa Cruz,paragua_ Este_ Santa Cruz,3.0,3,156.0,1.0,153.0,2.0,170000.0,
530,KC57C0,Casa a Estrenar Zona Este Preventa,A estrenar,Santa Cruz,cumavi_ Este_ Santa Cruz,3.0,3,180.0,1.0,157.0,2.0,105000.0,0.0
531,WBA1DA,LINDA CASA DE 1 PLANTA ZONA OESTE,Excelente estado,Santa Cruz,Doble via la guardia_ Santa Cruz,3.0,2,313.0,1.0,250.0,2.0,160000.0,
532,W7F3E1,CASA COMERCIAL EN ESQUINA SOBRE CALLE LIBERTAD,Excelente estado,Santa Cruz,Calle Libertad_ Centro_ Santa Cruz,2.0,3,479.0,1.0,408.0,3.0,365000.0,
533,M6432A,CASA EN REMANSO,Buen estado,Santa Cruz,AV BANZER_ Remanso_ Santa Cruz,3.0,2,300.0,1.0,154.0,2.0,89500.0,7.0
534,C9ADEE,Casas Pedraza,A estrenar,La Paz,Calle Pedraza #7_ Irpavi_ La Paz,3.0,3,200.0,3.0,383.0,2.0,230000.0,0.0
535,P5E5E7,"CASA DE LUJO EN EL URUBO SECTOR LA COLINA, CONDOMINIO LA CAÑADA",Excelente estado,Santa Cruz,URUBO SECTOR LA COLINA_ Urubó_ Santa Cruz,4.0,3,1335.0,2.0,823.0,3.0,750000.0,
536,FA29D9,Casa Zona Equipetrol Barrio Sirari Para Inversionista,Excelente estado,Santa Cruz,Barrio Sirari Equipetrol_ Equipetrol_ Santa Cruz,3.0,3,337.0,2.0,282.0,2.0,340000.0,23.0
537,Q5C254,DEPARTAMENTO A ESTRENAR DE 2 DORMITORIOS EN VENTA ZONA NORTE,A estrenar,Santa Cruz,NORTE_ Norte_ Santa Cruz,2.0,2,8642.0,1.0,8642.0,1.0,92000.0,1.0
538,I8152A,VENDO BONITA CASA ZONA EL REMANSO,Excelente estado,Santa Cruz,KM 9 AL NORTE_ Norte_ Santa Cruz,3.0,3,158.0,2.0,195.0,2.0,105000.0,
539,U5A0F,URBANIZACION BELLA NORTE- CASAS CRÉDITO DIRECTO SIN INTERÉS,A estrenar,Santa Cruz,Satelinte Norte_ Norte_ Santa Cruz,2.0,2,240.0,1.0,62.0,1.0,37000.0,1.0
540,Y7629C,VENDO CASA DE DOS PLANTA A ESTRENAR EN CONDOMINIO ZONA CHILIMARCA INMEDIACIONES AV. CARACOL,Buen estado,Cochabamba,INMEDIACIONES COLEGIO TIQUIPAYA_ Tiquipaya_ Cochabamba,3.0,3,200.0,,196.0,1.0,149000.0,
541,B76265,CASA EN VENTA - 5to. BANZER,Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,237.0,3.0,320.0,3.0,225000.0,4.0
542,J8D829,CASA EN VENTA ZONA TERCER ANILLO AV PIRAI Y RADIAL 19,Requiere mantenimiento,Santa Cruz,CALLA J.J. MARTINEZ A 3 CUADRAS DEL COMERCIAL INDANA_ Oeste_ Santa Cruz,3.0,2,340.0,1.0,340.0,,125000.0,
543,KC7FB3,CASAS EN PRE VENTA - LOMAS DE ACHUMANI,En construcción,La Paz,LOMAS DE ACHUMANI SECTOR URBANIZACION ENTEL_ Lomas de Achumani_ La Paz,3.0,3,100.0,3.0,200.0,2.0,130000.0,1.0
544,OA95B3,VENTA EQUIPETROL CASA,Buen estado,Santa Cruz,C/Nicolas Ortiz_ Equipetrol_ Santa Cruz,3.0,3,250.0,1.0,175.0,2.0,309000.0,18.0
545,P1B105,CASA EN VENTA - ZONA OESTE,A estrenar,Santa Cruz,km 7 1/2_ entrando por la Doble Vía La Guardia_ Oeste_ Santa Cruz,3.0,3,195.0,2.0,185.0,2.0,116500.0,1.0
546,I76E3F,LUJOSA CASA EN VENTA,Excelente estado,Santa Cruz,Ubicada en la zona Oeste de ciudad a una cuadra de la Doble Vía La Guardia y 6to anillo._ Doble via la guardia_ Santa Cruz,4.0,3,333.0,2.0,340.0,2.0,,
547,K93947,CASA EN VENTA EN CONDOMINIO SEVILLAS LAS TERRAZAS II,Buen estado,Santa Cruz,AV G77 ???????????????????????????? ???????????? ???????????????????????????????? ????????_ Norte_ Santa Cruz,3.0,2,220.0,2.0,142.0,3.0,103000.0,8.0
548,I44BEB,Casa en Condominio Reconocido en Zona Norte,Buen estado,Santa Cruz,Zona Norte noveno anillo avenida G77_ Norte_ Santa Cruz,3.0,2,305.0,1.0,156.0,2.0,100000.0,
549,PC03F8,Casa Zona Sur - Barrio LOS CHOFERES,Buen estado,Santa Cruz,Calle Tte Alderete_ Sur_ Santa Cruz,4.0,3,435.0,1.0,270.0,2.0,298000.0,23.0
550,FE18FB,Casa de 3 Dorm con Precio Rebajado por Agosto! Zona Norte!,A estrenar,Santa Cruz,Urbanizacion Akualand_ Carretera al Norte_ Norte_ Santa Cruz,3.0,2,330.0,1.0,116.0,2.0,59000.0,1.0
551,Q1AB62,CASA EN VENTA EN LA ZONA DEL REMANSO,Buen estado,Santa Cruz,ZONA NORTE KM 8 1/2 URBANIZACION EL REMANSO_ Remanso_ Santa Cruz,3.0,2,300.0,1.0,154.0,2.0,89500.0,5.0
552,ICAC7F,CASA EN VENTA SACABA COCHABAMBA,Buen estado,Cochabamba,Sacaba_ Cochabamba,4.0,2,378.0,1.0,194.0,1.0,113500.0,6.0
553,c7F92,LUJOSA CASA EN VENTA - ZONA OESTE,Excelente estado,Santa Cruz,Doble Vía La Guardia_ Km 6_ Doble via la guardia_ Santa Cruz,4.0,3,650.0,3.0,266.0,3.0,,23.0
554,W45D9C,ZONA EL REMANSO AMPLIA CASA DE UNA PLANTA EN VENTA,Buen estado,Santa Cruz,ZONA JARDINES DEL REMANSO_ Norte_ Santa Cruz,3.0,3,360.0,1.0,205.0,2.0,138000.0,
555,TFC94E,CASA ECONOMICA EN VENTA A ESTRENAR 46500,A estrenar,Santa Cruz,zona sur_ Sur_ Santa Cruz,2.0,2,400.0,1.0,120.0,3.0,46000.0,1.0
556,S7B94D,Casa en venta zona norte condominio casa club norte,Buen estado,Santa Cruz,Av Banzer km 8 1/2 condominio casa club norte_ Norte_ Santa Cruz,3.0,3,167.0,1.0,140.0,2.0,79000.0,11.0
557,KA48E7,"Zona NORTE, Casas de 4 dormitorios en condominio",A estrenar,Santa Cruz,Av. Beni entre 8vo y 9no anillo_ Norte_ Santa Cruz,4.0,3,225.0,1.0,206.0,3.0,155900.0,1.0
558,S8FB46,Casa en venta Urubo Golf,Excelente estado,Santa Cruz,urubo golf_ Urubó_ Santa Cruz,4.0,3,1038.0,2.0,580.0,1.0,825000.0,2.0
559,86AE2,Impecable Casa en Venta,A estrenar,Santa Cruz,lujan_ Norte_ Santa Cruz,3.0,1,170.0,1.0,80.0,1.0,44000.0,5.0
560,L43BFD,Hermosa Casa totalmente remodelada y renovada,Excelente estado,Santa Cruz,Condominio Cerrado_ Hamacas_ Santa Cruz,4.0,3,414.0,2.0,350.0,2.0,370000.0,8.0
561,R238DF,Casa a Estrena Económica,A estrenar,Santa Cruz,Km 7 y medio a Cotoca - Urbanización Trapiche_ Norte_ Santa Cruz,2.0,1,184.0,1.0,84.0,2.0,38000.0,1.0
562,FA231B,Hermoso condominio,Buen estado,Santa Cruz,Norte_ Santa Cruz,3.0,3,312.0,1.0,174.0,2.0,230000.0,
563,BA8BAE,BONITA CASA EN VENTA Urbanización Las Palmitas.,Buen estado,Santa Cruz,Zona Sur 6to Anillo_ Urbanización Las Palmitas._ Sur_ Santa Cruz,3.0,2,270.0,2.0,170.0,2.0,108000.0,8.0
564,N222F4,Excelente invercion,Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,646.0,2.0,448.0,3.0,345000.0,
565,ABA72E,"HERMOSA CASA EN ALQUILER O EN VENTA COND. ""LA FONTANA LA RIVIERRA",Buen estado,Santa Cruz,Zona Norte_ Km. 9 1/2 Av. G-77_ Norte_ Santa Cruz,3.0,3,231.0,2.0,180.0,2.0,100000.0,8.0
566,OF9F84,"HERMOSA CASA EN VENTA DE 3 DORMITORIOS Radial 26, 9no anillo",Buen estado,Santa Cruz,Radial 26_ 9no anillo_ entrando por Mainter_ Norte_ Santa Cruz,3.0,2,199.0,1.0,150.0,3.0,89800.0,9.0
567,X83CB2,CASA EN VENTA EN ZONA NORTE Urbanización Palos Verdes.,Buen estado,Santa Cruz,Urbanización Palos Verdes 7MO AV. BENI_ Norte_ Santa Cruz,3.0,2,312.0,1.0,138.0,2.0,78500.0,11.0
568,VB5FEA,HERMOSA PROPIEDAD EN VENTA ZONA CHIQUICOLLO- FINAL AMERICA OESTE,Buen estado,Cochabamba,INMEDIACIONES CHIQUICOLLO- FINLA AMERICA OESTE_ Sarco_ Cochabamba,3.0,4,300.0,3.0,200.0,1.0,165000.0,
569,L9EEEE,CASA EN VENTA - Barrio Urbari,Excelente estado,Santa Cruz,Calle Barachavi_ esq. Igmiri_ Urbari_ Santa Cruz,5.0,2,799.0,1.0,400.0,3.0,450000.0,39.0
570,B549AC,Casa en venta zona norte cond Buganvillas,Buen estado,Santa Cruz,buganvillas_ Remanso_ Santa Cruz,3.0,3,266.0,2.0,174.0,2.0,169000.0,15.0
571,IA4C2F,Condominio zona Oeste,Buen estado,Santa Cruz,Condominio Cerrado_ entre 5to y 6to anillo_ Oeste_ Santa Cruz,3.0,3,860.0,2.0,300.0,3.0,,28.0
572,D1A8EF,Casa a estrenar cerca de Aqualand,A estrenar,Santa Cruz,Autovia al norte_ Norte_ Santa Cruz,3.0,3,300.0,1.0,180.0,2.0,49000.0,1.0
573,M6516A,ZONA NORTE HERMOSAS CASAS GEMELAS A ESTRENAR EN VENTA,A estrenar,Santa Cruz,Alemana 5to anillo_ Norte_ Santa Cruz,3.0,3,150.0,2.0,180.0,2.0,175000.0,
574,GF1000,CASA EN VENTA - URUBO,Buen estado,Santa Cruz,Condominio Santa Cruz de La Colina_ Urubó_ Santa Cruz,5.0,3,635.0,2.0,331.0,3.0,249000.0,
575,E36C1,HERMOSA CASA EN ALQUILER O VENTA,Excelente estado,La Paz,CALLE 38_ Achumani_ La Paz,5.0,3,300.0,3.0,365.0,2.0,310000.0,
576,6226C,Propiedad a estrenar,A estrenar,Cochabamba,Sacaba_ Cochabamba,5.0,3,333.0,,100.0,,145000.0,
577,P591A8,CASA EN VENTA ACHUMANI CONDOMINIO PRIVADO,Excelente estado,La Paz,Av. Alexander_ Achumani_ La Paz,3.0,3,175.0,2.0,300.0,2.0,230000.0,
578,K38D71,CONDOMINIO RIVIERA PARAISO 1 - CASAS EN VENTA ZONA NORTE,A estrenar,Santa Cruz,ENTRANDO POR MAINTER 8VO ANILLO BANZER_ Remanso_ Santa Cruz,3.0,2,187.0,1.0,115.0,2.0,89900.0,1.0
579,KB10D8,Remanso - Zona Norte Entre 7mo y 8vo anillo,A estrenar,Santa Cruz,Remanso_ Av. Banzer entre 7mo y 8vo Anillo_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,165.0,2.0,122900.0,1.0
580,AC8160,Casa a estrenar zona ESTE,A estrenar,Santa Cruz,Avenida lujan 8vo anillo_ Norte_ Santa Cruz,2.0,2,180.0,1.0,69.0,1.0,45000.0,1.0
581,840EB,Urbanización Las Orquídeas,En construcción,Santa Cruz,Carretera a Cotoca a Solo 12 minutos del 4to. anillo._ Norte_ Santa Cruz,3.0,1,300.0,1.0,250.0,,45500.0,
582,F41A97,Elegante Casa en Condominio Fontana Riviera 1,Excelente estado,Santa Cruz,Km 8 y medio entre Av. G77 y Avenida Internacional_ Norte_ Santa Cruz,,2,412.0,1.0,130.0,2.0,105000.0,5.0
583,DA08AF,Amplia y Confortable Casa en Venta Urubo Cond. Bella Flor,Excelente estado,Santa Cruz,Condominio Bella Flor Urubo _ Urubó_ Santa Cruz,4.0,3,756.0,2.0,492.0,3.0,290000.0,2.0
584,T7A36B,Casa en Venta - Condominio Colonial,A estrenar,Santa Cruz,Km 9 entre a 2 minutos de la Banzer_ Norte_ Santa Cruz,3.0,2,145.0,2.0,148.0,2.0,95000.0,1.0
585,NF8F04,En Venta casa independiente zona este av. Virgen de cotoca,Excelente estado,Santa Cruz,virgen de cotoca 8anillo _ Este_ Santa Cruz,3.0,2,235.0,1.0,110.0,1.0,50000.0,
586,XC2BA3,Excelente oportunidad ubicación inigualable Roca y Coronado linda casa en venta,Buen estado,Santa Cruz,4to anillo_ Oeste_ Santa Cruz,3.0,3,265.0,1.0,140.0,2.0,154000.0,
587,KADEB5,En Oferta Casa en Venta Condominio La Fontana La Riviera I,Excelente estado,Santa Cruz,G77_ Norte_ Santa Cruz,3.0,2,231.0,1.0,9571.0,1.0,91000.0,6.0
588,T347A2,HERMOSA CASA EN VENTA DE DOS PLANTAS EN PRECIO ESPECIAL,A estrenar,Santa Cruz,Sur_ Santa Cruz,3.0,3,180.0,1.0,130.0,1.0,110000.0,
589,E45D0,CASA EN BARRIO LAS PALMAS SOBRE AVENIDA,Requiere mantenimiento,Santa Cruz,barrio las palmas_ Las palmas_ Santa Cruz,4.0,3,890.0,2.0,500.0,3.0,660000.0,
590,DA19FF,CASA EN VENTA 7MO ANILLO AV BANZER,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,2,200.0,1.0,120.0,,92000.0,
591,EF7F2C,Zona Norte - Cond. Las Brisas - 4 dormitorios,Excelente estado,Santa Cruz,Av. Banzer Km. 8.5_ entrando por la Chonta _ Norte_ Santa Cruz,4.0,3,453.0,2.0,410.0,3.0,350000.0,5.0
592,R7599C,Hermosa casa a la venta zona Sur 8vo anillo Santos Dumont,A estrenar,Santa Cruz,8vo anillo Santos Dumont Av. Miguel de cervantes_ Sur_ Santa Cruz,3.0,2,300.0,1.0,120.0,1.0,65000.0,
593,Y4047F,CASA EN VENTA AV. BENI ZONA NORTE,A estrenar,Santa Cruz,Urb. Palos verdes _ Norte_ Santa Cruz,4.0,3,210.0,2.0,250.0,3.0,125000.0,1.0
594,XDDC0C,"CASA EN VENTA EN CONDOMINIO 4 DORMITORIOS, 2 EN SUITE ZONA NORTE AV BANZER.",Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,160.0,1.0,196.0,2.0,118000.0,1.0
595,E67487,Condominio Palmeras de Asai,A estrenar,Santa Cruz,Km. 8 1/2 al norte (Entrada de Mainter) _ Norte_ Santa Cruz,3.0,3,160.0,2.0,125.0,3.0,85900.0,1.0
596,2571C,URGENTE EN VENTA UNA CASA,Buen estado,La Paz,Av. Final Cochabamba_ entre Calle 10 y Tarija #1733 frente a complejo deportivo_ 1ro de Mayo_ El alto,5.0,2,270.0,1.0,110.0,2.0,59000.0,7.0
597,X49B00,CASA EN VENTA A ESTRENAR Cumavi 8vo anillo Av internacional,Buen estado,Santa Cruz,cumavi 8vo anillo Av internacional_ Este_ Santa Cruz,3.0,3,274.0,2.0,135.0,2.0,84000.0,2.0
598,E62C2B,CASAS GEMELAS A ESTRENAR DE 3 DORMÍTORIOS EN VENTA,A estrenar,Santa Cruz,Km 12 Barrio Nueva Esperanza a 3 minutos de la Avenida Doble Vía La Guardia_ Doble via la guardia_ Santa Cruz,3.0,2,240.0,1.0,160.0,2.0,56000.0,1.0
599,MEC8DB,CASA EN VENTA,Excelente estado,Santa Cruz,Ubicado 6to y 7mo anillo de la radial 10 entrando a una_ Sur_ Santa Cruz,3.0,2,440.0,1.0,105.0,3.0,75000.0,
600,C6A2E5,CASA EN VENTA ZONA ESTE,A estrenar,Santa Cruz,9NO ANILLO CARRETERA A COTOCA ENTRANDO POR LA URBANIZACION PALMA VERDE _ Este_ Santa Cruz,3.0,3,150.0,2.0,135.0,2.0,69500.0,1.0
601,D64044,CASA EN VENTA,Excelente estado,Santa Cruz,Ubicado en Sevilla las terrazas II_ Norte_ Santa Cruz,3.0,2,180.0,1.0,95.0,2.0,85000.0,
602,LAD28A,Casa en Venta Satélite Norte Urb. Juan Pablo II,Buen estado,Santa Cruz,Satélite Norte Urb. Juan Pablo II_ Norte_ Santa Cruz,5.0,1,345.0,1.0,148.0,3.0,70000.0,3.0
603,K27BA8,CASA EN VENTA 4 DORMITORIOS. CARRETERA A COTOCA KM 9.,Excelente estado,Santa Cruz,CARRETERA A COTOCA KM 9._ Norte_ Santa Cruz,2.0,3,214.0,2.0,220.0,3.0,79000.0,5.0
604,F77AD1,CASA EN VENTA URUBO SOBRE CARRETERA,Excelente estado,Santa Cruz,COND. LOMAS DEL BOSQUE_ Urubó_ Santa Cruz,3.0,3,377.0,2.0,240.0,2.0,205000.0,2.0
605,K3A57D,"CASA EN VENTA ZONA NORTE, COND. LA FONTANA RIVIERA 1",Buen estado,Santa Cruz,Av.G77_ Norte_ Santa Cruz,3.0,2,262.0,1.0,100.0,2.0,105000.0,6.0
606,O67B54,CASA DE 3 DORMITORIOS EN VENTA EN ZONA ESTE CONDOMINIO VILLAS DEL ESTE 3,A estrenar,Santa Cruz,VIRGEN DE COTOCA ENTRE 8VO Y 9NO ANILLO_ Este_ Santa Cruz,3.0,3,170.0,2.0,200.0,2.0,78000.0,0.0
607,C5BEF6,CASA EN VENTA ZONA NORTE CUIDAD JARDIN 6 TO ANILLO,Excelente estado,Santa Cruz,NORTE_ Norte_ Santa Cruz,3.0,3,414.0,2.0,350.0,2.0,370000.0,5.0
608,W75038,Hermosa Casa totalmente remodelada y renovada en el condominio Ciudad Jardín,Excelente estado,Santa Cruz,Condominio CIUDAD JARDIN_ Norte_ Santa Cruz,4.0,3,400.0,2.0,350.0,2.0,370000.0,8.0
609,S8FBFD,Casa A una cuadra de Av. 14 de Septiembre,Excelente estado,Cochabamba,Quillacollo a una cuadra de Av. Ferroviaria y 14 de Septiembre_ Quillacollo_ Cochabamba,5.0,3,303.0,2.0,231.0,1.0,155000.0,16.0
610,L69B2E,Monoambientes a estrenar en zona zoologico,A estrenar,Santa Cruz,Av. Banzer casi tercer anillo a dos cuadras del Zoologico_ Norte_ Santa Cruz,,1,42.0,3.0,42.0,,40000.0,1.0
611,R6CC03,CASA EN VENTA AV ALEMANA,Requiere mantenimiento,Santa Cruz,Av. Alemana_ Norte_ Santa Cruz,5.0,3,594.0,1.0,710.0,2.0,520000.0,
612,FDD735,CASA EN ZONA NORTE EN OFERTA CON ESPECTACULAR UBICACIÓN,Buen estado,Santa Cruz,Entre 3er y 4to anillo entre Av. Alemana y Mutualista_ Norte_ Santa Cruz,5.0,3,300.0,1.0,232.0,2.0,165000.0,
613,A205B5,CASA EN VENTA CON PLUSVALIA ASEGURADA,Excelente estado,Santa Cruz,Zona Satelite_ sobre carretera La Nueva Santa Cruz_ acceso directo por la Av. G77 _ Norte_ Santa Cruz,3.0,1,250.0,1.0,134.0,2.0,54000.0,6.0
614,X296EB,CASA EN VENTA: OBRAJES,Buen estado,La Paz,Obrajes_ La Paz,5.0,3,653.0,2.0,320.0,3.0,485000.0,48.0
615,J54E31,CASA 4 DOR EN EL URUBO,Excelente estado,Santa Cruz,Condominio Jardines del Urubo II_ al lado de la Cancha River y Casa del Camba._ Urubó_ Santa Cruz,4.0,3,280.0,1.0,290.0,2.0,179900.0,
616,25FB9,Maria Núñez Rivero,Excelente estado,La Paz,Miraflores_ La Paz,3.0,2,110.0,,175.0,,230000.0,
618,C22D3D,CASAS EN VENTA EN ZONA NORTE,A estrenar,Santa Cruz,CONDOMINIO LAS PALMERAS KM 8 AL NORTE_ Norte_ Santa Cruz,4.0,3,160.0,2.0,194.0,2.0,123000.0,
619,NE1D4F,Casa en Zona Norte Mirador de Akualand,A estrenar,Santa Cruz,Urbanizacion Akualand_ Norte_ Santa Cruz,3.0,2,240.0,1.0,110.0,1.0,61700.0,1.0
620,NFDCF9,CASAS EN VENTA EN VALLE SANCHEZ,Buen estado,Santa Cruz,Norte_ Santa Cruz,3.0,1,360.0,1.0,166.0,2.0,53700.0,
621,f435C,Bonita Casa en Venta Av. Villazon - Zona Quintanilla - Proximo Colegio Kanata,Buen estado,Cochabamba,Av. Villazon - Zona Quintanilla Puntiti - Proximo Colegio Kanata_ Sacaba_ Cochabamba,5.0,3,460.0,3.0,300.0,2.0,165000.0,
622,923F0,Propiedad a estrenar obra bruta terminada,Buen estado,Santa Cruz,Este_ Santa Cruz,2.0,1,360.0,1.0,360.0,,15500.0,5.0
623,ID11EC,AMPLIA CASA EN VENTA EN CONDOMINIO JARDINES DEL URUBO 2,Excelente estado,Santa Cruz,CONDOMINIO JARDINES DEL URUBO 2_ Urubó_ Santa Cruz,4.0,3,700.0,3.0,320.0,3.0,255000.0,
624,KC2BBA,"Hermosa Casa A Estrenar En Venta En Condominio, Z/ Norte,Entrando Por Mainter.",A estrenar,Santa Cruz,Av. Cristo Redentor km 8.5_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,190.0,2.0,124800.0,
625,L60747,Pirai I - Hermosa Casa En Venta,Excelente estado,Santa Cruz,Barrio Hilanderia_ Calle Toborochi #31_ Oeste_ Santa Cruz,3.0,3,176.0,2.0,240.0,2.0,170000.0,1.0
626,HB854B,CASAS EN VENTA EN CONDOMINIO ZONA NORTE Av banzer km 8 1/2,A estrenar,Santa Cruz,Av. Banzer Km. 8 1/2_ entrando por los sevillas_ Norte_ Santa Cruz,3.0,3,145.0,2.0,149.0,2.0,95000.0,2.0
627,NAE368,CASA EN VENTA ZONA NORTE 9NO ANILLO URB KAOBA,Excelente estado,Santa Cruz,ZONA NORTE AV. BANZER 9NO ANILLO URB. KAOBA_ Norte_ Santa Cruz,3.0,3,160.0,2.0,163.0,2.0,112000.0,3.0
628,L905CD,VENDO CASA EN URB. EL QUIOR CON PROYECTO DE CONSTRUCCIÓN 3er Pisos,En construcción,Santa Cruz,urbanización el quior calle a media cuadra de la avenida_ Sur_ Santa Cruz,3.0,1,336.0,3.0,348.0,3.0,75000.0,
629,B71D31,"CASA DE LUJO EN VENTA - Colinas del Urubó, Sector 1",Excelente estado,Santa Cruz,Colinas del Urubó_ Urubó_ Santa Cruz,4.0,3,760.0,2.0,516.0,2.0,590000.0,7.0
630,Z8FA1E,Casa en Venta (2do Anillo - Virgen de Cotoca),Buen estado,Santa Cruz,Av. Virgen de Cotoca _ Este_ Santa Cruz,4.0,3,183.0,2.0,172.0,2.0,134000.0,23.0
631,T52B9,HERMOSA CASA EN VENTA A ESTRENAR - ZONA NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,180.0,1.0,150.0,2.0,95000.0,1.0
632,Q16A4E,EQUIPETROL AMPLIA CASA EN VENTA,Buen estado,Santa Cruz,NORTE_ Equipetrol_ Santa Cruz,4.0,3,699.0,2.0,399.0,2.0,750000.0,10.0
633,AC3F7D,"CASAS EN PRE VENTA, ACHUMANI CALLE 31",A estrenar,La Paz,Calle 31 _ Achumani_ La Paz,4.0,3,143.0,1.0,192.0,2.0,173000.0,
634,I6EA61,En Venta! Casa de 4 dormitorios con amplio patio en barrio popular,Buen estado,Santa Cruz,Barrio Braniff_ Calle Abapo (Av. Santos Dumont entre 2do y 3er Anillo)_ Sur_ Santa Cruz,4.0,3,735.0,1.0,368.0,3.0,265000.0,20.0
635,Y1D2AC,ACOGEDORA CASA EN VENTA MÁS UN LOTE AL LADO (opcional) ZONA NORTE,Excelente estado,Santa Cruz,banzer_ Norte_ Santa Cruz,2.0,2,242.0,1.0,100.0,2.0,80000.0,
636,T6CC75,Casa Comercial en Venta,Requiere mantenimiento,Santa Cruz,Av. Santos Dumont_ sobre la Avenida entre 3ero y 4to Anillo_ Sur_ Santa Cruz,3.0,3,533.0,2.0,806.0,2.0,550000.0,
637,VCF206,Hermosa casa con 5 dormitorios y consultorio medico,A estrenar,Santa Cruz,calle nazareth_ Norte_ Santa Cruz,5.0,3,300.0,2.0,300.0,2.0,247000.0,
638,K2B40F,HERMOSA CASA EN ZONA ESTE A ESTRENAR,A estrenar,Santa Cruz,AV_ VIRGEN DE COTOCA_ Este_ Santa Cruz,4.0,3,160.0,2.0,133.0,2.0,91500.0,1.0
639,P5F58A,LINDA CASA EN CONDOMINIO LOS PARQUES 3 ZONA URUBO,Excelente estado,Santa Cruz,Urubó_ Santa Cruz,4.0,3,144.0,1.0,158.0,2.0,149000.0,
640,W87B7F,CASA EN VENTA - La Chonta,A estrenar,Santa Cruz,Santa Cruz_ Norte_ Santa Cruz,3.0,2,238.0,2.0,244.0,,140000.0,
641,P34898,PENTAGUAZU2 - CASA EN VENTA,Buen estado,Santa Cruz,ZONA NORTE - PENTAGUAZU 2 _ Norte_ Santa Cruz,3.0,2,310.0,1.0,125.0,2.0,38500.0,8.0
